Player,Team,Minutes,goals_per_90,player_expected_goals_per_90,player_expected_assists_per_90,player_accurate_passes,player_accurate_long_balls,player_tackles_won,player_interceptions,player_effective_clearances,player_contests_won,player_big_chances_created,league,goals_per_90_percentile,player_expected_goals_per_90_percentile,player_expected_assists_per_90_percentile,player_accurate_passes_percentile,player_accurate_long_balls_percentile,player_tackles_won_percentile,player_interceptions_percentile,player_effective_clearances_percentile,player_contests_won_percentile,player_big_chances_created_percentile
Christoph Baumgartner,RB Leipzig,1149,0.39,0.34,0.12,26.4,0.9,1.0,0.4,1.1,1.4,2.0,Bundesliga,0.8687782805429864,0.8235294117647058,0.49547511312217196,0.416289592760181,0.33031674208144796,0.5882352941176471,0.31447963800904977,0.4638009049773756,0.8076923076923077,0.3506787330316742
Václav Cerny,VfL Wolfsburg,923,0.39,0.22,0.25,23.6,1.4,0.3,0.8,0.4,1.4,1.0,Bundesliga,0.8687782805429864,0.665158371040724,0.8642533936651584,0.33031674208144796,0.5361990950226244,0.09728506787330317,0.5475113122171946,0.11990950226244344,0.8076923076923077,0.2149321266968326
Tim Kleindienst,1. FC Heidenheim 1846,2874,0.38,0.44,0.06,15.8,0.6,0.4,0.4,1.8,0.6,5.0,Bundesliga,0.8574660633484162,0.916289592760181,0.22624434389140272,0.13574660633484162,0.19230769230769232,0.14705882352941177,0.31447963800904977,0.7171945701357466,0.4457013574660634,0.6968325791855203
Steffen Tigges,FC Köln,715,0.38,0.32,0.09,14.9,0.3,0.8,0.1,1.4,0.5,3.0,Bundesliga,0.8574660633484162,0.7850678733031674,0.38235294117647056,0.08823529411764706,0.06787330316742081,0.4298642533936652,0.05203619909502263,0.5859728506787331,0.36877828054298645,0.48868778280542985
Jonas Wind,VfL Wolfsburg,2660,0.37,0.32,0.13,15.9,0.6,0.3,0.1,0.7,0.4,9.0,Bundesliga,0.8461538461538461,0.7850678733031674,0.5429864253393665,0.1493212669683258,0.19230769230769232,0.09728506787330317,0.05203619909502263,0.26018099547511314,0.2828054298642534,0.8642533936651584
Michael Gregoritsch,SC Freiburg,1684,0.37,0.5,0.07,14.2,0.7,0.6,0.5,1.4,0.3,1.0,Bundesliga,0.8461538461538461,0.9547511312217195,0.2828054298642534,0.06787330316742081,0.24660633484162897,0.26018099547511314,0.3755656108597285,0.5859728506787331,0.2081447963800905,0.2149321266968326
Yussuf Poulsen,RB Leipzig,1209,0.37,0.43,0.17,15.0,0.1,0.6,0.3,1.0,0.9,3.0,Bundesliga,0.8461538461538461,0.9072398190045249,0.6945701357466063,0.09954751131221719,0.01809954751131222,0.26018099547511314,0.22171945701357465,0.41402714932126694,0.6244343891402715,0.48868778280542985
Jeremie Frimpong,Bayer 04 Leverkusen,2263,0.36,0.33,0.22,26.8,0.3,0.7,0.3,0.6,1.9,9.0,Bundesliga,0.834841628959276,0.8009049773755657,0.8257918552036199,0.4343891402714932,0.06787330316742081,0.3438914027149321,0.22171945701357465,0.2081447963800905,0.8936651583710408,0.8642533936651584
Rafael Santos Borre,SV Werder Bremen,989,0.36,0.22,0.18,19.6,0.9,0.6,0.2,0.9,0.6,3.0,Bundesliga,0.834841628959276,0.665158371040724,0.7262443438914027,0.23076923076923078,0.33031674208144796,0.26018099547511314,0.11990950226244344,0.37104072398190047,0.4457013574660634,0.48868778280542985
Benedict Hollerbach,1. FC Union Berlin,1283,0.35,0.24,0.1,17.0,0.7,0.8,0.3,0.1,2.1,2.0,Bundesliga,0.8280542986425339,0.7104072398190046,0.416289592760181,0.16968325791855204,0.24660633484162897,0.4298642533936652,0.22171945701357465,0.01583710407239819,0.916289592760181,0.3506787330316742
Eren Dinkci,1. FC Heidenheim 1846,2672,0.34,0.15,0.12,15.8,0.7,0.6,0.4,0.5,1.4,7.0,Bundesliga,0.8212669683257918,0.5090497737556561,0.49547511312217196,0.13574660633484162,0.24660633484162897,0.26018099547511314,0.31447963800904977,0.17194570135746606,0.8076923076923077,0.8076923076923077
Leroy Sané,Bayern München,2142,0.34,0.46,0.4,35.3,0.9,0.3,0.3,0.1,3.9,16.0,Bundesliga,0.8212669683257918,0.9389140271493213,0.995475113122172,0.6425339366515838,0.33031674208144796,0.09728506787330317,0.22171945701357465,0.01583710407239819,0.995475113122172,0.9683257918552036
Alassane Plea,Borussia Mönchengladbach,1925,0.33,0.33,0.19,24.7,1.6,0.3,0.1,0.3,1.0,5.0,Bundesliga,0.8099547511312217,0.8009049773755657,0.755656108597285,0.35294117647058826,0.5950226244343891,0.09728506787330317,0.05203619909502263,0.0746606334841629,0.669683257918552,0.6968325791855203
Marco Reus,Borussia Dortmund,1612,0.33,0.36,0.21,31.9,0.7,1.4,0.3,1.0,0.4,10.0,Bundesliga,0.8099547511312217,0.8552036199095022,0.8031674208144797,0.5656108597285068,0.24660633484162897,0.8710407239819005,0.22171945701357465,0.41402714932126694,0.2828054298642534,0.8891402714932126
Nathan N'Goumou,Borussia Mönchengladbach,1381,0.33,0.24,0.19,20.4,0.5,1.4,0.3,1.1,1.3,2.0,Bundesliga,0.8099547511312217,0.7104072398190046,0.755656108597285,0.2579185520361991,0.1515837104072398,0.8710407239819005,0.22171945701357465,0.4638009049773756,0.7828054298642534,0.3506787330316742
Alejandro Grimaldo,Bayer 04 Leverkusen,2785,0.32,0.18,0.36,49.2,1.1,0.8,0.7,1.1,0.6,18.0,Bundesliga,0.7986425339366516,0.5904977375565611,0.9773755656108597,0.8461538461538461,0.40497737556561086,0.4298642533936652,0.49547511312217196,0.4638009049773756,0.4457013574660634,0.9932126696832579
Wout Weghorst,TSG Hoffenheim,1987,0.32,0.34,0.13,18.7,0.4,0.3,0.3,1.1,0.1,3.0,Bundesliga,0.7986425339366516,0.8235294117647058,0.5429864253393665,0.21266968325791855,0.11538461538461539,0.09728506787330317,0.22171945701357465,0.4638009049773756,0.05656108597285068,0.48868778280542985
Vincenzo Grifo,SC Freiburg,2344,0.31,0.3,0.29,35.2,2.5,0.8,0.6,0.8,0.9,17.0,Bundesliga,0.7895927601809954,0.7692307692307693,0.916289592760181,0.6380090497737556,0.8144796380090498,0.4298642533936652,0.43891402714932126,0.32805429864253394,0.6244343891402715,0.9796380090497737
Jordan Pefok,Borussia Mönchengladbach,1450,0.31,0.43,0.12,13.8,0.5,0.2,0.3,1.7,0.2,7.0,Bundesliga,0.7895927601809954,0.9072398190045249,0.49547511312217196,0.06334841628959276,0.1515837104072398,0.05203619909502263,0.22171945701357465,0.6855203619909502,0.13574660633484162,0.8076923076923077
Phillip Tietz,FC Augsburg,2405,0.3,0.31,0.13,12.4,0.3,0.5,0.2,1.3,0.5,3.0,Bundesliga,0.7760180995475113,0.7737556561085973,0.5429864253393665,0.03619909502262444,0.06787330316742081,0.19004524886877827,0.11990950226244344,0.5361990950226244,0.36877828054298645,0.48868778280542985
Tim Skarke,SV Darmstadt,2418,0.3,0.13,0.11,21.4,1.2,0.6,0.2,0.7,1.0,2.0,Bundesliga,0.7760180995475113,0.45701357466063347,0.4502262443438914,0.2850678733031674,0.45248868778280543,0.26018099547511314,0.11990950226244344,0.26018099547511314,0.669683257918552,0.3506787330316742
Ansgar Knauff,Eintracht Frankfurt,2117,0.3,0.24,0.12,17.6,0.5,1.1,0.9,0.6,1.1,4.0,Bundesliga,0.7760180995475113,0.7104072398190046,0.49547511312217196,0.19909502262443438,0.1515837104072398,0.6628959276018099,0.6199095022624435,0.2081447963800905,0.7239819004524887,0.6040723981900452
Karim Adeyemi,Borussia Dortmund,911,0.3,0.34,0.16,20.3,0.4,1.4,0.3,0.4,1.8,3.0,Bundesliga,0.7760180995475113,0.8235294117647058,0.6470588235294118,0.25339366515837103,0.11538461538461539,0.8710407239819005,0.22171945701357465,0.11990950226244344,0.8755656108597285,0.48868778280542985
Florian Neuhaus,Borussia Mönchengladbach,1226,0.29,0.32,0.19,33.8,2.5,0.9,1.0,0.6,0.8,4.0,Bundesliga,0.7624434389140271,0.7850678733031674,0.755656108597285,0.6131221719457014,0.8144796380090498,0.5135746606334841,0.6877828054298643,0.2081447963800905,0.5656108597285068,0.6040723981900452
Woo-Yeong Jeong,VfB Stuttgart,618,0.29,0.26,0.23,39.3,0.7,1.3,1.0,0.7,0.6,3.0,Bundesliga,0.7624434389140271,0.7352941176470589,0.8484162895927602,0.7330316742081447,0.24660633484162897,0.8076923076923077,0.6877828054298643,0.26018099547511314,0.4457013574660634,0.48868778280542985
Chris Führich,VfB Stuttgart,2594,0.28,0.23,0.32,36.5,0.8,0.7,0.2,0.2,2.5,11.0,Bundesliga,0.746606334841629,0.6832579185520362,0.9524886877828054,0.665158371040724,0.29411764705882354,0.3438914027149321,0.11990950226244344,0.042986425339366516,0.9457013574660633,0.9095022624434389
Jan-Niklas Beste,1. FC Heidenheim 1846,2618,0.28,0.15,0.22,14.6,1.0,1.7,0.6,0.8,1.0,10.0,Bundesliga,0.746606334841629,0.5090497737556561,0.8257918552036199,0.07692307692307693,0.36425339366515835,0.9479638009049773,0.43891402714932126,0.32805429864253394,0.669683257918552,0.8891402714932126
Julian Brandt,Borussia Dortmund,2230,0.28,0.18,0.3,40.0,2.1,0.6,0.3,0.7,1.1,18.0,Bundesliga,0.746606334841629,0.5904977375565611,0.9389140271493213,0.7579185520361991,0.7262443438914027,0.26018099547511314,0.22171945701357465,0.26018099547511314,0.7239819004524887,0.9932126696832579
Ritsu Doan,SC Freiburg,2253,0.28,0.2,0.17,19.4,0.6,1.1,0.4,1.0,2.1,4.0,Bundesliga,0.746606334841629,0.6289592760180995,0.6945701357466063,0.22624434389140272,0.19230769230769232,0.6628959276018099,0.31447963800904977,0.41402714932126694,0.916289592760181,0.6040723981900452
Faride Alidou,FC Köln,1284,0.28,0.21,0.05,12.9,0.7,0.3,0.6,0.9,1.7,0.0,Bundesliga,0.746606334841629,0.6470588235294118,0.17420814479638008,0.049773755656108594,0.24660633484162897,0.09728506787330317,0.43891402714932126,0.37104072398190047,0.8552036199095022,0.07692307692307693
Xavi Simons,RB Leipzig,2673,0.27,0.28,0.3,36.9,1.8,0.6,0.5,0.1,2.8,14.0,Bundesliga,0.7239819004524887,0.7647058823529411,0.9389140271493213,0.6742081447963801,0.6493212669683258,0.26018099547511314,0.3755656108597285,0.01583710407239819,0.9547511312217195,0.9479638009049773
Lucas Höler,SC Freiburg,2309,0.27,0.33,0.08,19.0,0.6,0.9,0.6,1.3,0.5,1.0,Bundesliga,0.7239819004524887,0.8009049773755657,0.33710407239819007,0.2171945701357466,0.19230769230769232,0.5135746606334841,0.43891402714932126,0.5361990950226244,0.36877828054298645,0.2149321266968326
Takuma Asano,VfL Bochum,2003,0.27,0.36,0.04,11.5,0.3,0.3,0.2,0.4,0.7,2.0,Bundesliga,0.7239819004524887,0.8552036199095022,0.11764705882352941,0.024886877828054297,0.06787330316742081,0.09728506787330317,0.11990950226244344,0.11990950226244344,0.5,0.3506787330316742
Thomas Müller,Bayern München,1659,0.27,0.34,0.43,30.5,1.0,0.9,0.2,0.3,0.6,17.0,Bundesliga,0.7239819004524887,0.8235294117647058,1.0,0.5248868778280543,0.36425339366515835,0.5135746606334841,0.11990950226244344,0.0746606334841629,0.4457013574660634,0.9796380090497737
Kevin Sessa,1. FC Heidenheim 1846,1001,0.27,0.26,0.16,28.4,2.2,0.9,0.4,1.4,1.1,2.0,Bundesliga,0.7239819004524887,0.7352941176470589,0.6470588235294118,0.4638009049773756,0.7579185520361991,0.5135746606334841,0.31447963800904977,0.5859728506787331,0.7239819004524887,0.3506787330316742
Oscar Vilhelmsson,SV Darmstadt,1375,0.26,0.27,0.04,8.0,0.1,0.4,0.2,1.2,0.3,1.0,Bundesliga,0.7081447963800905,0.753393665158371,0.11764705882352941,0.004524886877828055,0.01809954751131222,0.14705882352941177,0.11990950226244344,0.497737556561086,0.2081447963800905,0.2149321266968326
Eric Maxim Choupo-Moting,Bayern München,703,0.26,0.58,0.17,29.2,0.6,1.5,0.9,0.8,2.9,2.0,Bundesliga,0.7081447963800905,0.9705882352941176,0.6945701357466063,0.4841628959276018,0.19230769230769232,0.9117647058823529,0.6199095022624435,0.32805429864253394,0.9592760180995475,0.3506787330316742
Jae-Sung Lee,1. FSV Mainz 05,2124,0.25,0.21,0.09,25.3,0.8,0.8,1.1,0.8,0.6,5.0,Bundesliga,0.6945701357466063,0.6470588235294118,0.38235294117647056,0.38009049773755654,0.29411764705882354,0.4298642533936652,0.7375565610859729,0.32805429864253394,0.4457013574660634,0.6968325791855203
Rocco Reitz,Borussia Mönchengladbach,2141,0.25,0.15,0.11,32.7,1.7,1.5,1.8,1.1,0.8,3.0,Bundesliga,0.6945701357466063,0.5090497737556561,0.4502262443438914,0.579185520361991,0.6199095022624435,0.9117647058823529,0.9660633484162896,0.4638009049773756,0.5656108597285068,0.48868778280542985
Dani Olmo,RB Leipzig,1454,0.25,0.21,0.23,30.9,2.2,1.1,0.8,0.7,1.9,8.0,Bundesliga,0.6945701357466063,0.6470588235294118,0.8484162895927602,0.5339366515837104,0.7579185520361991,0.6628959276018099,0.5475113122171946,0.26018099547511314,0.8936651583710408,0.8371040723981901
Maximilian Wittek,VfL Bochum,1067,0.25,0.11,0.23,20.2,1.1,1.4,1.5,1.8,0.8,1.0,Bundesliga,0.6945701357466063,0.42081447963800905,0.8484162895927602,0.24660633484162897,0.40497737556561086,0.8710407239819005,0.9027149321266968,0.7171945701357466,0.5656108597285068,0.2149321266968326
Kevin Stöger,VfL Bochum,2678,0.24,0.21,0.33,41.3,3.2,1.0,0.6,0.5,0.8,17.0,Bundesliga,0.6719457013574661,0.6470588235294118,0.9592760180995475,0.7805429864253394,0.916289592760181,0.5882352941176471,0.43891402714932126,0.17194570135746606,0.5656108597285068,0.9796380090497737
Leon Goretzka,Bayern München,2242,0.24,0.2,0.19,62.1,2.5,0.9,1.2,1.6,0.5,10.0,Bundesliga,0.6719457013574661,0.6289592760180995,0.755656108597285,0.9140271493212669,0.8144796380090498,0.5135746606334841,0.8009049773755657,0.6470588235294118,0.36877828054298645,0.8891402714932126
Robin Gosens,1. FC Union Berlin,2297,0.24,0.09,0.13,26.6,1.5,1.7,1.4,2.7,0.2,6.0,Bundesliga,0.6719457013574661,0.35294117647058826,0.5429864253393665,0.4253393665158371,0.5633484162895928,0.9479638009049773,0.8710407239819005,0.8235294117647058,0.13574660633484162,0.7669683257918553
Kevin Behrens,VfL Wolfsburg,1880,0.24,0.37,0.1,15.5,0.8,0.5,0.4,1.1,0.3,3.0,Bundesliga,0.6719457013574661,0.8687782805429864,0.416289592760181,0.12669683257918551,0.29411764705882354,0.19004524886877827,0.31447963800904977,0.4638009049773756,0.2081447963800905,0.48868778280542985
Jamie Leweling,VfB Stuttgart,1519,0.24,0.36,0.19,26.2,0.7,0.6,0.3,0.7,1.5,5.0,Bundesliga,0.6719457013574661,0.8552036199095022,0.755656108597285,0.4117647058823529,0.24660633484162897,0.26018099547511314,0.22171945701357465,0.26018099547511314,0.8280542986425339,0.6968325791855203
Kingsley Coman,Bayern München,1123,0.24,0.22,0.36,40.6,1.0,0.6,0.2,0.3,2.3,4.0,Bundesliga,0.6719457013574661,0.665158371040724,0.9773755656108597,0.7692307692307693,0.36425339366515835,0.26018099547511314,0.11990950226244344,0.0746606334841629,0.9343891402714932,0.6040723981900452
Eric Ebimbe,Eintracht Frankfurt,1967,0.23,0.23,0.17,28.7,0.8,1.3,0.4,1.6,1.9,5.0,Bundesliga,0.6493212669683258,0.6832579185520362,0.6945701357466063,0.47285067873303166,0.29411764705882354,0.8076923076923077,0.31447963800904977,0.6470588235294118,0.8936651583710408,0.6968325791855203
Philipp Hofmann,VfL Bochum,1576,0.23,0.27,0.08,15.2,0.3,0.3,0.2,1.0,0.5,5.0,Bundesliga,0.6493212669683258,0.753393665158371,0.33710407239819007,0.1085972850678733,0.06787330316742081,0.09728506787330317,0.11990950226244344,0.41402714932126694,0.36877828054298645,0.6968325791855203
Gian-Luca Waldschmidt,FC Köln,1151,0.23,0.23,0.14,24.1,1.3,0.9,0.5,0.5,1.4,3.0,Bundesliga,0.6493212669683258,0.6832579185520362,0.5882352941176471,0.3393665158371041,0.5,0.5135746606334841,0.3755656108597285,0.17194570135746606,0.8076923076923077,0.48868778280542985
Raphaël Guerreiro,Bayern München,1194,0.23,0.18,0.26,61.6,1.7,1.2,1.1,0.4,1.0,3.0,Bundesliga,0.6493212669683258,0.5904977375565611,0.8800904977375565,0.9095022624434389,0.6199095022624435,0.7375565610859729,0.7375565610859729,0.11990950226244344,0.669683257918552,0.48868778280542985
Brajan Gruda,1. FSV Mainz 05,1651,0.22,0.19,0.28,20.7,0.7,0.8,0.3,0.2,3.8,9.0,Bundesliga,0.6380090497737556,0.6131221719457014,0.8981900452488688,0.2669683257918552,0.24660633484162897,0.4298642533936652,0.22171945701357465,0.042986425339366516,0.9886877828054299,0.8642533936651584
Keven Schlotterbeck,VfL Bochum,2184,0.21,0.09,0.04,32.8,1.8,0.9,1.4,4.1,0.2,0.0,Bundesliga,0.6221719457013575,0.35294117647058826,0.11764705882352941,0.583710407239819,0.6493212669683258,0.5135746606334841,0.8710407239819005,0.9253393665158371,0.13574660633484162,0.07692307692307693
Lovro Majer,VfL Wolfsburg,2116,0.21,0.23,0.21,31.3,0.9,0.8,0.5,0.5,1.1,6.0,Bundesliga,0.6221719457013575,0.6832579185520362,0.8031674208144797,0.5520361990950227,0.33031674208144796,0.4298642533936652,0.3755656108597285,0.17194570135746606,0.7239819004524887,0.7669683257918553
Robert Andrich,Bayer 04 Leverkusen,1681,0.21,0.09,0.12,71.7,2.1,1.0,1.1,0.9,0.4,3.0,Bundesliga,0.6221719457013575,0.35294117647058826,0.49547511312217196,0.9479638009049773,0.7262443438914027,0.5882352941176471,0.7375565610859729,0.37104072398190047,0.2828054298642534,0.48868778280542985
Josip Stanisic,Bayer 04 Leverkusen,1257,0.21,0.05,0.12,66.2,2.9,1.4,0.6,1.6,0.9,2.0,Bundesliga,0.6221719457013575,0.13574660633484162,0.49547511312217196,0.9321266968325792,0.8733031674208145,0.8710407239819005,0.43891402714932126,0.6470588235294118,0.6244343891402715,0.3506787330316742
Niels Nkounkou,Eintracht Frankfurt,1301,0.21,0.09,0.14,34.2,2.1,2.1,1.1,1.7,3.2,4.0,Bundesliga,0.6221719457013575,0.35294117647058826,0.5882352941176471,0.6199095022624435,0.7262443438914027,0.9886877828054299,0.7375565610859729,0.6855203619909502,0.9751131221719457,0.6040723981900452
Robert Skov,TSG Hoffenheim,1261,0.21,0.13,0.13,31.6,2.2,1.1,0.7,1.6,0.6,3.0,Bundesliga,0.6221719457013575,0.45701357466063347,0.5429864253393665,0.5610859728506787,0.7579185520361991,0.6628959276018099,0.49547511312217196,0.6470588235294118,0.4457013574660634,0.48868778280542985
Enzo Millot,VfB Stuttgart,2254,0.2,0.21,0.21,48.8,1.2,0.9,0.6,0.3,1.8,7.0,Bundesliga,0.5927601809954751,0.6470588235294118,0.8031674208144797,0.8416289592760181,0.45248868778280543,0.5135746606334841,0.43891402714932126,0.0746606334841629,0.8755656108597285,0.8076923076923077
Florian Kainz,FC Köln,2210,0.2,0.2,0.18,28.4,2.0,0.8,0.5,0.8,0.9,4.0,Bundesliga,0.5927601809954751,0.6289592760180995,0.7262443438914027,0.4638009049773756,0.7058823529411765,0.4298642533936652,0.3755656108597285,0.32805429864253394,0.6244343891402715,0.6040723981900452
Jonas Hofmann,Bayer 04 Leverkusen,2214,0.2,0.24,0.34,46.9,2.2,0.6,0.3,0.2,0.7,17.0,Bundesliga,0.5927601809954751,0.7104072398190046,0.9638009049773756,0.8371040723981901,0.7579185520361991,0.26018099547511314,0.22171945701357465,0.042986425339366516,0.5,0.9796380090497737
Exequiel Palacios,Bayer 04 Leverkusen,1840,0.2,0.16,0.2,90.2,2.7,1.7,1.4,0.9,1.1,8.0,Bundesliga,0.5927601809954751,0.5452488687782805,0.7850678733031674,0.9909502262443439,0.8438914027149321,0.9479638009049773,0.8710407239819005,0.37104072398190047,0.7239819004524887,0.8371040723981901
Julian Ryerson,Borussia Dortmund,1772,0.2,0.09,0.14,43.4,1.2,1.2,0.5,1.5,0.8,5.0,Bundesliga,0.5927601809954751,0.35294117647058826,0.5882352941176471,0.8031674208144797,0.45248868778280543,0.7375565610859729,0.3755656108597285,0.6176470588235294,0.5656108597285068,0.6968325791855203
Kevin Volland,1. FC Union Berlin,1346,0.2,0.36,0.16,16.0,1.0,0.6,0.4,0.7,0.4,6.0,Bundesliga,0.5927601809954751,0.8552036199095022,0.6470588235294118,0.16063348416289594,0.36425339366515835,0.26018099547511314,0.31447963800904977,0.26018099547511314,0.2828054298642534,0.7669683257918553
Tobias Kempe,SV Darmstadt,1351,0.2,0.24,0.17,25.4,1.2,0.9,0.6,0.7,0.5,3.0,Bundesliga,0.5927601809954751,0.7104072398190046,0.6945701357466063,0.38687782805429866,0.45248868778280543,0.5135746606334841,0.43891402714932126,0.26018099547511314,0.36877828054298645,0.48868778280542985
Arne Engels,FC Augsburg,1398,0.19,0.12,0.11,22.8,1.9,1.2,1.0,1.3,0.4,1.0,Bundesliga,0.5723981900452488,0.4321266968325792,0.4502262443438914,0.3076923076923077,0.6855203619909502,0.7375565610859729,0.6877828054298643,0.5361990950226244,0.2828054298642534,0.2149321266968326
Kevin Paredes,VfL Wolfsburg,1429,0.19,0.19,0.12,25.6,1.1,1.3,1.4,1.5,0.9,2.0,Bundesliga,0.5723981900452488,0.6131221719457014,0.49547511312217196,0.39819004524886875,0.40497737556561086,0.8076923076923077,0.8710407239819005,0.6176470588235294,0.6244343891402715,0.3506787330316742
Marcel Sabitzer,Borussia Dortmund,1964,0.18,0.16,0.14,38.8,1.6,1.1,0.5,1.5,0.5,6.0,Bundesliga,0.5565610859728507,0.5452488687782805,0.5882352941176471,0.7194570135746606,0.5950226244343891,0.6628959276018099,0.3755656108597285,0.6176470588235294,0.36877828054298645,0.7669683257918553
Ruben Vargas,FC Augsburg,1978,0.18,0.18,0.14,20.2,0.7,0.5,0.3,0.7,1.0,4.0,Bundesliga,0.5565610859728507,0.5904977375565611,0.5882352941176471,0.24660633484162897,0.24660633484162897,0.19004524886877827,0.22171945701357465,0.26018099547511314,0.669683257918552,0.6040723981900452
Marvin Mehlem,SV Darmstadt,1491,0.18,0.24,0.09,26.1,1.1,1.3,2.0,0.7,0.6,0.0,Bundesliga,0.5565610859728507,0.7104072398190046,0.38235294117647056,0.40497737556561086,0.40497737556561086,0.8076923076923077,0.9864253393665159,0.26018099547511314,0.4457013574660634,0.07692307692307693
Marvin Pieringer,1. FC Heidenheim 1846,1520,0.18,0.14,0.09,17.5,0.8,0.7,0.7,1.2,0.6,3.0,Bundesliga,0.5565610859728507,0.4819004524886878,0.38235294117647056,0.19457013574660634,0.29411764705882354,0.3438914027149321,0.49547511312217196,0.497737556561086,0.4457013574660634,0.48868778280542985
Arne Maier,FC Augsburg,998,0.18,0.14,0.25,37.4,3.1,0.8,0.5,1.0,1.1,2.0,Bundesliga,0.5565610859728507,0.4819004524886878,0.8642533936651584,0.6877828054298643,0.9072398190045249,0.4298642533936652,0.3755656108597285,0.41402714932126694,0.7239819004524887,0.3506787330316742
Grischa Prömel,TSG Hoffenheim,2146,0.17,0.16,0.09,33.4,1.2,0.8,0.9,1.5,0.5,5.0,Bundesliga,0.5339366515837104,0.5452488687782805,0.38235294117647056,0.6018099547511312,0.45248868778280543,0.4298642533936652,0.6199095022624435,0.6176470588235294,0.36877828054298645,0.6968325791855203
Ko Itakura,Borussia Mönchengladbach,1598,0.17,0.08,0.04,44.9,1.9,1.2,1.2,3.4,0.3,0.0,Bundesliga,0.5339366515837104,0.3031674208144796,0.11764705882352941,0.8190045248868778,0.6855203619909502,0.7375565610859729,0.8009049773755657,0.8914027149321267,0.2081447963800905,0.07692307692307693
Mats Hummels,Borussia Dortmund,1581,0.17,0.18,0.08,71.7,6.0,1.9,1.9,4.6,0.1,2.0,Bundesliga,0.5339366515837104,0.5904977375565611,0.33710407239819007,0.9479638009049773,1.0,0.9728506787330317,0.9773755656108597,0.9570135746606335,0.05656108597285068,0.3506787330316742
Julian Justvan,SV Darmstadt,1069,0.17,0.08,0.3,25.2,1.8,0.3,0.9,0.5,1.3,2.0,Bundesliga,0.5339366515837104,0.3031674208144796,0.9389140271493213,0.3755656108597285,0.6493212669683258,0.09728506787330317,0.6199095022624435,0.17194570135746606,0.7828054298642534,0.3506787330316742
Niklas Stark,SV Werder Bremen,1086,0.17,0.02,0.02,39.2,3.9,1.2,1.6,4.9,0.1,0.0,Bundesliga,0.5339366515837104,0.024886877828054297,0.033936651583710405,0.7285067873303167,0.9592760180995475,0.7375565610859729,0.9298642533936652,0.9751131221719457,0.05656108597285068,0.07692307692307693
Ozan Kabak,TSG Hoffenheim,2290,0.16,0.09,0.07,45.5,2.2,1.4,1.8,4.1,0.4,1.0,Bundesliga,0.5203619909502263,0.35294117647058826,0.2828054298642534,0.8280542986425339,0.7579185520361991,0.8710407239819005,0.9660633484162896,0.9253393665158371,0.2828054298642534,0.2149321266968326
Maxence Lacroix,VfL Wolfsburg,2364,0.15,0.03,0.05,46.6,3.7,1.1,0.9,4.4,0.3,0.0,Bundesliga,0.504524886877828,0.05656108597285068,0.17420814479638008,0.832579185520362,0.9389140271493213,0.6628959276018099,0.6199095022624435,0.9411764705882353,0.2081447963800905,0.07692307692307693
Roland Sallai,SC Freiburg,1850,0.15,0.39,0.17,19.3,0.6,0.5,0.3,1.0,1.0,7.0,Bundesliga,0.504524886877828,0.8755656108597285,0.6945701357466063,0.22171945701357465,0.19230769230769232,0.19004524886877827,0.22171945701357465,0.41402714932126694,0.669683257918552,0.8076923076923077
Aleksandar Pavlovic,Bayern München,1228,0.15,0.09,0.13,64.9,3.0,1.2,1.2,0.8,0.4,2.0,Bundesliga,0.504524886877828,0.35294117647058826,0.5429864253393665,0.9276018099547512,0.8936651583710408,0.7375565610859729,0.8009049773755657,0.32805429864253394,0.2828054298642534,0.3506787330316742
Christopher Antwi-Adjej,VfL Bochum,1216,0.15,0.16,0.22,16.0,0.4,0.9,0.1,0.7,0.5,7.0,Bundesliga,0.504524886877828,0.5452488687782805,0.8257918552036199,0.16063348416289594,0.11538461538461539,0.5135746606334841,0.05203619909502263,0.26018099547511314,0.36877828054298645,0.8076923076923077
Josha Vagnoman,VfB Stuttgart,1181,0.15,0.1,0.11,33.2,0.7,1.4,0.2,1.0,0.8,2.0,Bundesliga,0.504524886877828,0.39819004524886875,0.4502262443438914,0.5950226244343891,0.24660633484162897,0.8710407239819005,0.11990950226244344,0.41402714932126694,0.5656108597285068,0.3506787330316742
Nick Woltemade,SV Werder Bremen,1182,0.15,0.19,0.14,23.9,1.3,1.8,0.4,1.1,2.2,0.0,Bundesliga,0.504524886877828,0.6131221719457014,0.5882352941176471,0.334841628959276,0.5,0.9638009049773756,0.31447963800904977,0.4638009049773756,0.9276018099547512,0.07692307692307693
Jonathan Tah,Bayer 04 Leverkusen,2632,0.14,0.07,0.03,70.7,1.8,0.3,0.8,3.2,0.2,1.0,Bundesliga,0.47737556561085975,0.25565610859728505,0.06787330316742081,0.9366515837104072,0.6493212669683258,0.09728506787330317,0.5475113122171946,0.8642533936651584,0.13574660633484162,0.2149321266968326
Leandro Barreiro,1. FSV Mainz 05,2606,0.14,0.16,0.04,23.3,1.1,1.4,1.2,1.8,0.5,1.0,Bundesliga,0.47737556561085975,0.5452488687782805,0.11764705882352941,0.3212669683257919,0.40497737556561086,0.8710407239819005,0.8009049773755657,0.7171945701357466,0.36877828054298645,0.2149321266968326
